Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2019-06-09 13:18:44,2,Research and Development,FR,9,5,3,5,2,4,2,5,4,5,4,2,2
2019-06-10 09:30:15,5,Production,FR,7,5,3,4,5,4,5,4,3,2,5,3,4
2019-06-28 02:41:52,4,Human Resources,FR,9,3,3,2,5,2,5,2,3,4,3,1,3
2019-06-01 03:24:41,4,Customer Service,FR,8,2,4,3,3,5,3,3,5,3,1,3,4
2019-06-28 08:07:24,3,Research and Development,FR,6,4,2,2,5,2,5,2,3,2,4,4,5
2019-06-29 21:42:21,2,Human Resources,FR,8,4,5,4,3,2,5,5,4,4,5,2,2
2019-06-04 02:03:31,6,Production,FR,10,1,5,4,4,4,4,2,2,5,4,3,3
2019-06-04 00:11:25,3,Human Resources,FR,5,3,4,3,5,3,5,1,3,5,4,5,3
2019-06-07 21:31:48,14,Customer Service,FR,4,3,2,1,4,3,3,3,4,3,2,3,3
2019-06-12 10:23:36,13,Production,FR,6,5,2,2,5,3,2,1,4,5,5,1,2
2019-06-01 21:38:51,4,Customer Service,FR,10,2,3,2,1,3,5,3,5,3,5,1,4
2019-06-29 15:19:47,11,Production,FR,5,1,2,4,1,4,1,4,4,2,3,4,2
2019-06-02 22:01:48,6,Sales and Marketing,FR,5,1,1,5,3,4,4,1,1,4,2,3,4
2019-06-05 03:03:52,0,Customer Service,FR,7,5,4,5,3,4,5,4,1,5,1,4,4
2019-06-06 20:29:40,0,Production,FR,10,2,3,3,1,4,2,5,1,4,3,5,2
2019-06-12 07:37:43,0,Customer Service,FR,7,3,4,3,5,3,2,5,2,3,1,4,3
2019-06-05 22:15:41,8,Customer Service,FR,8,4,3,3,4,2,3,1,4,3,5,4,4
2019-06-24 12:03:32,15,Customer Service,FR,7,1,4,2,1,4,3,1,4,3,4,2,2
2019-06-14 21:57:40,3,Research and Development,FR,8,5,4,1,3,3,3,2,4,4,5,3,5
2019-06-22 04:50:56,15,Human Resources,FR,10,5,2,2,4,3,5,3,4,5,2,3,4
2019-06-11 15:29:47,12,Sales and Marketing,FR,8,2,3,4,3,2,4,4,2,1,1,5,5
2019-06-16 13:32:01,0,Research and Development,FR,10,4,4,1,2,5,2,1,1,4,4,5,5
2019-06-25 12:44:22,15,Production,FR,10,5,5,1,3,2,2,1,3,1,2,5,5
2019-06-11 01:23:43,10,Finance and Administration,FR,5,1,3,2,2,4,3,4,5,2,3,5,5
2019-06-12 06:15:07,10,Human Resources,FR,8,4,1,3,4,2,1,4,1,1,3,1,2
2019-06-18 16:13:24,0,Production,FR,4,4,5,5,2,4,1,2,2,4,2,2,1
2019-06-07 12:01:18,9,Finance and Administration,FR,5,2,5,4,2,5,1,3,1,5,5,3,2
2019-06-05 03:37:22,10,Sales and Marketing,FR,8,3,2,1,2,5,1,2,3,2,2,5,3
2019-06-06 14:01:58,0,Production,FR,4,4,5,3,3,4,2,5,2,4,5,1,1
2019-06-17 05:07:05,4,Human Resources,FR,5,1,3,1,1,4,3,1,5,3,3,5,1
2019-06-16 21:28:41,8,Production,FR,4,2,5,2,1,3,4,5,3,2,2,2,4
2019-06-02 14:13:08,8,Customer Service,FR,4,1,2,3,4,3,3,1,1,3,1,1,1
2019-06-16 16:42:52,3,Sales and Marketing,FR,9,3,2,4,2,4,1,2,2,4,1,4,4
2019-06-24 11:44:25,10,Production,FR,8,3,1,4,3,1,2,3,1,3,3,5,4
2019-06-10 11:57:25,2,Human Resources,FR,6,5,5,1,5,4,1,1,4,5,5,1,3
2019-06-06 12:12:17,3,Human Resources,FR,7,3,5,5,1,2,2,2,3,4,5,2,5
2019-06-15 19:37:33,13,Human Resources,FR,10,4,5,1,3,1,1,1,3,5,4,5,3
2019-06-16 22:42:52,3,Sales and Marketing,FR,4,1,3,4,5,5,1,5,3,4,2,1,4
2019-06-12 15:24:28,4,Production,FR,9,2,4,5,1,3,4,5,3,2,4,4,4
2019-06-04 09:11:29,2,Production,FR,5,1,1,4,3,5,4,1,4,4,4,1,4
2019-06-13 14:46:27,4,Research and Development,FR,4,5,3,1,2,1,1,2,2,1,2,1,3
2019-06-18 15:37:23,13,Human Resources,FR,6,4,1,4,5,4,3,2,3,5,3,2,5
2019-06-03 06:58:06,7,Human Resources,FR,8,1,2,1,5,5,5,3,4,4,1,3,3
2019-06-25 17:32:42,6,Research and Development,FR,4,3,3,4,4,2,1,4,5,1,1,1,5
2019-06-05 00:46:22,12,Finance and Administration,FR,6,2,2,5,3,5,1,5,1,5,5,4,3
2019-06-16 21:58:06,15,Research and Development,FR,5,2,1,5,4,2,2,5,4,4,4,3,5
2019-06-07 04:41:24,8,Customer Service,FR,8,4,2,3,2,5,2,1,5,4,1,2,5
2019-06-10 12:08:00,12,Customer Service,FR,5,4,3,1,4,3,1,1,5,2,1,3,4
2019-06-13 06:13:01,3,Finance and Administration,FR,10,5,2,5,3,4,4,2,2,5,1,4,3
2019-06-03 05:04:47,3,Finance and Administration,FR,10,4,4,2,4,5,5,2,1,3,5,5,1
2019-06-22 11:12:57,3,Research and Development,FR,6,3,4,5,2,3,5,4,1,5,1,3,5
2019-06-05 19:24:24,14,Human Resources,FR,4,2,3,3,2,1,3,2,3,5,1,4,3
2019-06-23 04:58:05,5,Finance and Administration,FR,6,4,5,1,5,5,3,1,2,5,3,3,5
2019-06-21 17:21:23,15,Research and Development,FR,7,2,5,2,3,4,4,3,4,4,5,4,1
2019-06-12 08:16:57,3,Research and Development,FR,4,1,3,3,5,3,1,5,4,3,1,1,1
2019-06-18 01:22:40,4,Customer Service,FR,7,4,4,4,2,3,2,1,4,3,4,4,4
2019-06-05 19:00:25,13,Finance and Administration,FR,6,1,3,3,5,4,2,3,4,5,1,3,3
2019-06-09 15:00:15,0,Research and Development,FR,7,3,2,3,2,5,1,4,4,1,2,5,4
2019-06-09 23:36:31,15,Sales and Marketing,FR,9,2,4,1,1,4,2,2,1,4,5,5,3
2019-06-01 08:35:04,4,Sales and Marketing,FR,9,2,5,3,3,5,3,2,5,5,1,5,4
2019-06-06 11:04:29,5,Human Resources,FR,9,3,2,3,1,5,2,5,5,4,1,1,3
2019-06-07 20:37:33,8,Finance and Administration,FR,7,1,2,5,2,1,2,4,5,2,4,4,5
2019-06-08 19:27:53,11,Human Resources,FR,6,3,3,2,3,4,2,1,2,4,3,1,4
2019-06-07 17:15:47,7,Research and Development,FR,5,4,3,3,4,3,5,1,3,1,5,2,2
2019-06-23 17:53:32,5,Customer Service,FR,9,3,1,3,4,4,5,1,5,3,2,3,5
2019-06-28 19:56:43,1,Customer Service,FR,8,5,1,2,5,3,4,1,4,1,3,3,4
2019-06-26 10:03:20,13,Sales and Marketing,FR,10,4,4,4,1,1,4,2,1,1,1,3,1
2019-06-24 00:44:45,0,Customer Service,FR,8,5,3,1,1,1,4,1,4,5,1,1,4
2019-06-14 04:31:24,13,Production,FR,6,4,5,2,3,4,1,3,4,4,4,3,5
2019-06-20 18:01:08,12,Production,FR,5,1,1,5,3,3,1,3,2,2,4,2,2
2019-06-07 07:07:51,2,Human Resources,FR,10,2,5,1,1,5,5,4,2,2,4,2,5
2019-06-07 07:27:40,12,Sales and Marketing,FR,5,3,3,3,5,2,5,1,1,4,1,5,3
2019-06-02 01:01:47,6,Research and Development,FR,8,1,1,1,1,1,5,1,5,5,2,3,3
2019-06-19 06:50:23,2,Customer Service,FR,8,4,3,2,4,2,5,2,5,2,3,5,5
2019-06-07 15:41:55,13,Human Resources,FR,10,4,2,4,3,4,2,2,2,5,4,2,2
2019-06-12 07:47:22,4,Finance and Administration,FR,10,1,4,2,5,5,3,2,5,1,4,3,2
2019-06-08 07:59:12,3,Customer Service,FR,5,4,1,1,3,3,4,3,5,4,3,3,4
2019-06-27 04:12:42,1,Human Resources,FR,10,1,5,2,3,1,1,2,1,2,3,5,4
2019-06-23 17:02:34,3,Production,FR,8,2,4,3,2,2,3,4,2,1,5,1,2
2019-06-17 03:32:09,6,Finance and Administration,FR,9,1,2,1,3,2,1,2,3,4,5,5,1
2019-06-19 16:16:14,9,Research and Development,FR,8,2,2,1,3,3,1,4,4,2,4,1,1
2019-06-26 00:57:31,4,Finance and Administration,FR,7,5,5,3,4,3,5,3,1,2,3,4,5
2019-06-23 22:09:32,14,Customer Service,FR,4,1,2,5,5,4,3,4,2,1,2,1,4
2019-06-25 10:14:41,8,Human Resources,FR,4,4,4,2,1,4,4,4,3,5,4,1,1
2019-06-24 08:33:53,8,Sales and Marketing,FR,9,3,5,4,4,4,2,4,2,5,1,5,3
2019-06-16 02:01:11,9,Sales and Marketing,FR,10,5,5,2,5,3,1,4,4,5,1,5,2
2019-06-22 02:38:53,4,Production,FR,7,2,5,5,2,2,4,4,4,2,1,2,5
2019-06-09 04:40:00,6,Sales and Marketing,FR,7,4,5,4,2,1,1,4,4,3,1,3,5
2019-06-25 00:08:30,8,Production,FR,9,2,3,1,2,1,1,5,3,3,5,5,4
2019-06-07 14:05:36,1,Human Resources,FR,8,3,5,5,2,3,2,5,3,5,1,3,4
2019-06-16 17:09:04,1,Finance and Administration,FR,10,1,1,2,5,3,2,2,1,3,3,1,1
2019-06-01 12:59:56,7,Finance and Administration,FR,8,1,1,4,3,1,1,5,1,1,1,2,1
2019-06-01 21:31:04,3,Customer Service,FR,8,1,1,1,4,2,4,1,3,2,4,2,2
2019-06-29 22:30:28,14,Sales and Marketing,FR,8,4,2,4,1,2,1,5,4,3,3,1,4
2019-06-24 22:41:11,7,Sales and Marketing,FR,9,2,4,5,5,2,2,4,4,2,5,2,4
2019-06-06 20:00:17,5,Research and Development,FR,4,1,5,1,3,5,2,5,2,4,4,3,1
2019-06-01 07:07:42,2,Research and Development,FR,8,2,4,5,5,2,2,3,3,4,3,2,3
2019-06-27 02:12:58,10,Sales and Marketing,FR,10,5,1,4,3,3,1,5,4,3,4,1,4
2019-06-22 00:08:15,1,Sales and Marketing,FR,10,2,4,3,5,2,3,1,5,1,4,5,3
2019-06-24 17:45:04,0,Sales and Marketing,FR,5,1,4,5,1,5,5,5,1,2,1,2,4
2019-06-09 07:51:44,12,Research and Development,FR,9,3,1,5,2,4,4,5,5,1,2,3,1
2019-06-12 01:57:20,12,Research and Development,FR,9,3,5,3,4,4,5,1,4,1,3,3,5
2019-06-03 22:13:49,11,Human Resources,FR,4,2,1,4,1,5,4,4,4,3,3,1,4
2019-06-20 13:23:39,8,Research and Development,FR,4,4,1,1,1,2,5,5,5,5,4,4,1
2019-06-09 13:56:12,15,Human Resources,FR,5,4,5,3,3,4,1,4,1,5,3,5,4
2019-06-01 17:55:34,11,Finance and Administration,FR,9,4,2,3,3,3,3,1,3,4,3,3,5
2019-06-08 11:15:11,8,Research and Development,FR,9,2,5,4,4,3,2,4,1,2,2,3,2
2019-06-24 09:54:30,9,Finance and Administration,FR,4,5,4,2,3,2,2,5,4,4,2,4,3
2019-06-16 01:21:22,1,Customer Service,FR,4,1,2,2,4,1,4,2,2,1,1,4,5
2019-06-15 07:39:13,6,Human Resources,FR,10,1,5,3,1,5,5,1,3,4,2,3,1
2019-06-15 22:38:06,8,Sales and Marketing,FR,6,4,2,4,1,4,1,4,4,2,2,4,5
2019-06-08 13:37:25,1,Sales and Marketing,FR,10,4,4,2,2,1,4,3,3,3,3,4,2
2019-06-15 18:17:12,2,Research and Development,FR,6,3,4,5,1,1,2,3,5,5,1,2,4
2019-06-10 07:57:56,2,Customer Service,FR,4,2,3,4,5,5,5,4,5,2,2,5,1
2019-06-06 20:00:28,15,Production,FR,8,2,2,1,2,5,5,2,3,4,1,1,5
2019-06-02 18:50:12,14,Production,FR,6,1,2,5,4,4,5,1,2,4,3,3,1
2019-06-29 11:36:32,11,Customer Service,FR,9,4,4,4,2,4,2,3,4,1,2,2,3
2019-06-17 02:52:28,14,Finance and Administration,FR,9,1,3,3,2,3,3,5,2,3,3,5,3
2019-06-28 23:01:48,13,Finance and Administration,FR,9,3,3,2,4,2,3,2,3,2,5,3,2
2019-06-11 06:53:52,6,Human Resources,FR,6,4,4,5,5,5,5,3,5,2,5,1,2
2019-06-20 12:15:29,9,Research and Development,FR,9,3,3,1,5,2,5,1,3,4,5,5,3
2019-06-26 05:50:42,3,Human Resources,FR,4,3,4,4,5,2,1,3,2,3,1,5,2
2019-06-08 21:58:07,2,Research and Development,FR,5,2,4,1,2,1,2,4,4,2,2,4,2
2019-06-06 05:26:00,4,Production,FR,6,1,1,2,1,4,4,4,5,2,5,4,4
2019-06-13 01:13:04,8,Customer Service,FR,8,4,3,2,3,4,5,5,1,5,1,1,2
2019-06-29 01:11:52,0,Finance and Administration,FR,6,3,4,4,4,4,2,5,4,3,3,5,5
2019-06-07 02:12:48,4,Sales and Marketing,FR,9,2,2,5,5,2,1,2,1,2,2,5,1
2019-06-08 13:52:14,7,Sales and Marketing,FR,5,3,4,2,4,2,2,5,4,1,2,5,1
2019-06-10 08:07:59,0,Research and Development,FR,10,2,1,3,5,4,3,2,1,3,3,3,5
