Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2018-12-01 09:14:11,15,Sales and Marketing,DK,10,5,1,3,5,5,4,5,4,5,2,4,3
2018-12-26 01:08:46,14,Customer Service,DK,9,4,2,3,5,5,4,4,4,4,2,3,2
2018-12-10 10:48:57,14,Finance and Administration,DK,9,5,2,2,5,5,5,5,5,5,2,4,4
2018-12-01 14:28:43,3,Finance and Administration,DK,9,5,1,1,5,5,4,4,5,5,1,5,3
2018-12-13 11:25:09,11,Sales and Marketing,DK,9,5,1,2,5,5,4,5,4,4,2,4,4
2018-12-06 19:33:22,6,Finance and Administration,DK,10,5,2,1,4,5,5,5,4,4,1,2,3
2018-12-22 15:40:51,5,Human Resources,DK,9,5,1,3,4,5,4,5,4,4,3,2,3
2018-12-07 08:40:06,6,Human Resources,DK,9,5,1,3,5,5,4,4,4,4,2,5,4
2018-12-25 11:57:26,7,Human Resources,DK,9,5,2,2,5,5,5,5,3,5,1,3,1
2018-12-06 23:18:18,11,Research and Development,DK,9,4,2,2,5,5,5,4,5,5,2,3,4
2018-12-01 03:06:37,8,Human Resources,DK,10,5,2,1,4,5,4,4,5,5,1,1,4
2018-12-25 09:16:05,4,Human Resources,DK,10,5,2,3,5,5,5,5,3,4,3,3,2
2018-12-29 23:42:10,10,Customer Service,DK,9,5,1,3,4,5,5,5,4,5,3,5,3
2018-12-09 09:59:52,2,Customer Service,DK,9,5,1,1,5,5,4,4,3,4,3,1,5
2018-12-18 01:43:37,2,Research and Development,DK,10,4,1,3,5,5,5,4,5,5,1,2,1
2018-12-02 16:11:48,2,Human Resources,DK,10,4,1,3,4,5,5,4,4,5,1,1,4
2018-12-21 00:40:53,14,Production,DK,10,4,1,3,5,5,5,5,4,4,2,1,5
2018-12-25 20:18:03,12,Customer Service,DK,9,5,1,3,4,5,5,5,3,5,1,2,1
2018-12-26 05:02:51,10,Finance and Administration,DK,9,4,1,1,4,5,5,5,3,4,1,2,3
2018-12-03 16:42:34,14,Customer Service,DK,9,4,1,1,4,5,5,5,3,5,3,5,4
2018-12-30 02:54:35,14,Production,DK,9,5,2,2,4,5,5,4,5,4,1,5,4
2018-12-23 09:15:50,7,Customer Service,DK,9,4,2,1,4,5,5,5,4,4,3,4,3
2018-12-25 08:26:15,15,Research and Development,DK,10,4,2,2,5,5,5,4,3,4,1,2,3
2018-12-05 03:36:23,9,Customer Service,DK,9,4,1,2,5,5,4,5,4,5,2,4,3
2018-12-06 17:01:02,0,Finance and Administration,DK,10,4,1,2,4,5,4,4,4,4,3,4,5
2018-12-15 00:05:35,3,Production,DK,9,5,2,2,5,5,5,5,5,5,1,3,5
2018-12-04 02:06:10,2,Production,DK,9,4,2,2,5,5,5,5,4,5,1,5,2
2018-12-22 22:43:49,14,Research and Development,DK,10,5,2,1,5,5,4,4,4,4,3,5,1
2018-12-20 01:44:47,2,Production,DK,10,4,2,1,4,5,5,5,4,4,3,4,1
2018-12-27 05:06:13,1,Human Resources,DK,9,4,2,2,4,5,4,5,3,5,3,4,3
2018-12-22 02:08:07,4,Human Resources,DK,10,5,1,1,5,5,4,4,3,4,2,2,4
2018-12-05 23:41:52,9,Finance and Administration,DK,10,5,1,3,5,5,4,4,4,5,2,5,2
2018-12-16 22:14:24,13,Human Resources,DK,9,4,1,1,4,5,5,4,5,4,2,5,2
2018-12-15 05:52:24,8,Research and Development,DK,9,5,2,1,5,5,5,4,4,4,2,5,3
2018-12-08 20:11:22,12,Finance and Administration,DK,9,4,2,1,5,5,4,4,3,5,3,3,4
2018-12-19 01:09:50,6,Customer Service,DK,10,5,1,2,4,5,4,4,5,5,3,4,5
2018-12-30 08:45:30,5,Customer Service,DK,10,4,2,1,5,5,5,4,4,4,2,4,1
2018-12-01 22:19:11,14,Finance and Administration,DK,10,4,2,1,5,5,4,4,4,5,1,3,5
2018-12-30 21:18:07,10,Production,DK,9,5,1,3,5,5,4,5,3,4,1,4,1
2018-12-09 08:07:51,12,Customer Service,DK,10,5,1,3,4,5,4,5,4,5,1,5,3
2018-12-26 18:05:53,15,Research and Development,DK,10,5,1,1,4,5,4,5,4,4,3,3,3
2018-12-18 22:32:00,13,Production,DK,9,5,1,3,5,5,5,4,5,4,3,4,3
2018-12-28 17:06:07,0,Research and Development,DK,10,5,1,1,5,5,4,4,5,5,3,4,1
2018-12-28 19:03:54,0,Customer Service,DK,9,4,2,2,5,5,5,4,3,5,1,4,1
2018-12-20 22:05:23,9,Production,DK,9,4,1,2,4,5,4,4,3,5,2,5,4
2018-12-08 06:09:13,11,Finance and Administration,DK,10,4,2,1,5,5,4,4,4,4,2,2,4
2018-12-08 09:37:01,1,Customer Service,DK,9,5,1,2,5,5,4,4,3,5,3,1,5
2018-12-02 09:43:44,8,Customer Service,DK,10,4,1,2,5,5,4,5,4,4,3,2,3
2018-12-06 20:21:30,13,Finance and Administration,DK,9,5,2,2,4,5,4,5,4,5,2,1,3
2018-12-29 11:31:24,15,Production,DK,9,5,2,3,4,5,5,5,3,4,1,2,2
2018-12-01 21:30:08,9,Finance and Administration,DK,10,5,1,1,4,5,5,5,5,5,3,1,2
2018-12-02 19:57:55,15,Finance and Administration,DK,9,5,1,3,4,5,4,5,5,4,3,4,2
2018-12-06 18:57:05,3,Production,DK,10,4,1,2,5,5,4,5,5,4,2,1,1
2018-12-21 05:40:36,6,Human Resources,DK,10,5,1,2,5,5,4,4,5,5,3,1,3
2018-12-30 13:02:39,8,Human Resources,DK,9,5,1,2,5,5,5,5,4,4,2,3,1
2018-12-07 18:43:38,3,Human Resources,DK,10,5,2,3,5,5,4,5,5,4,2,3,4
2018-12-23 15:42:51,9,Production,DK,10,4,1,1,4,5,5,4,5,5,2,5,1
2018-12-23 12:55:44,14,Sales and Marketing,DK,9,5,2,1,4,5,4,5,5,4,3,4,3
2018-12-16 15:16:50,10,Customer Service,DK,9,4,1,3,5,5,5,4,5,5,2,1,5
2018-12-10 14:29:17,0,Sales and Marketing,DK,10,5,2,2,4,5,4,4,3,5,1,3,5
2018-12-16 14:43:17,6,Sales and Marketing,DK,10,4,2,2,5,5,4,4,5,5,3,3,2
2018-12-24 15:14:39,14,Finance and Administration,DK,10,4,1,3,5,5,4,4,3,5,2,4,5
2018-12-15 23:55:01,2,Sales and Marketing,DK,9,4,1,3,5,5,4,5,3,5,3,3,1
2018-12-28 20:56:50,11,Human Resources,DK,9,4,2,2,5,5,5,5,5,5,1,4,5
2018-12-12 21:09:45,4,Human Resources,DK,9,4,1,2,4,5,5,5,5,5,2,3,1
2018-12-28 17:13:31,11,Research and Development,DK,9,4,2,3,5,5,4,5,5,5,1,1,5
2018-12-22 00:56:59,5,Customer Service,DK,10,5,1,1,4,5,5,5,3,4,2,1,1
2018-12-05 09:44:29,11,Human Resources,DK,10,5,1,3,5,5,4,4,5,4,2,1,4
2018-12-11 07:31:33,12,Research and Development,DK,9,5,1,3,5,5,4,4,3,4,2,5,1
2018-12-13 13:42:31,7,Finance and Administration,DK,10,4,2,2,4,5,5,5,4,5,3,2,1
2018-12-03 09:24:17,12,Sales and Marketing,DK,10,4,2,1,4,5,5,5,5,4,1,5,2
2018-12-26 08:08:43,2,Research and Development,DK,10,5,1,3,4,5,5,5,3,5,3,3,4
2018-12-08 10:28:46,12,Production,DK,9,4,1,1,4,5,4,4,3,5,2,1,1
2018-12-16 02:13:05,15,Research and Development,DK,10,5,2,2,4,5,5,4,4,5,2,4,3
2018-12-10 02:28:50,13,Research and Development,DK,10,5,1,1,5,5,4,5,4,5,3,4,1
2018-12-29 01:35:47,2,Production,DK,10,5,1,1,5,5,4,4,3,4,1,4,2
2018-12-08 17:35:21,4,Human Resources,DK,10,4,1,1,4,5,4,5,4,5,3,2,1
2018-12-12 10:21:59,12,Research and Development,DK,10,5,2,3,4,5,4,5,5,4,2,4,3
2018-12-16 23:20:32,3,Research and Development,DK,9,5,2,3,4,5,5,4,3,4,1,5,3
2018-12-11 10:20:02,12,Customer Service,DK,10,5,2,3,5,5,5,4,3,5,2,2,4
2018-12-22 00:33:59,0,Customer Service,DK,10,4,2,3,4,5,4,4,4,4,1,3,2
