Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2018-06-08 15:01:44,7,Research and Development,DK,9,4,2,3,5,5,4,5,4,4,2,3,4
2018-06-10 10:07:50,5,Sales and Marketing,DK,8,3,2,3,3,3,4,4,4,3,4,3,4
2018-06-11 04:29:46,6,Production,DK,6,3,4,3,4,5,3,4,4,3,3,4,5
2018-06-19 16:17:03,6,Research and Development,DK,8,3,2,4,3,3,3,4,4,4,4,4,3
2018-06-07 04:28:40,13,Research and Development,DK,9,3,2,4,5,5,3,5,5,3,4,3,3
2018-06-10 02:28:08,15,Research and Development,DK,6,3,2,3,3,5,3,5,4,3,3,5,3
2018-06-24 15:27:08,2,Human Resources,DK,9,3,4,4,3,4,3,4,5,3,2,3,5
2018-06-09 13:03:35,3,Sales and Marketing,DK,7,3,3,4,3,5,3,5,5,3,4,5,3
2018-06-19 08:39:41,2,Research and Development,DK,8,4,2,4,5,4,3,5,4,4,4,5,4
2018-06-20 08:57:34,6,Finance and Administration,DK,8,4,4,3,4,5,4,4,5,3,4,3,5
2018-06-07 08:06:35,5,Customer Service,DK,9,3,2,3,3,3,3,4,5,4,3,4,5
2018-06-04 16:43:44,4,Customer Service,DK,6,4,2,4,5,3,4,4,5,3,2,5,5
2018-06-24 09:56:57,6,Human Resources,DK,9,3,2,4,4,3,3,4,5,4,2,5,5
2018-06-22 01:55:55,3,Sales and Marketing,DK,8,3,4,4,4,4,4,5,5,3,3,3,4
2018-06-05 00:10:50,7,Customer Service,DK,7,3,2,3,5,3,4,5,4,3,3,4,4
2018-06-23 18:20:32,5,Finance and Administration,DK,6,3,2,3,3,3,4,5,5,4,3,3,4
2018-06-14 15:56:54,15,Human Resources,DK,9,4,4,3,5,5,3,4,4,4,4,3,4
2018-06-06 11:08:43,5,Production,DK,6,4,3,3,4,5,4,5,5,3,4,4,5
2018-06-09 16:14:07,0,Sales and Marketing,DK,8,4,3,4,5,3,3,4,5,4,4,3,5
